op name, kernel name, queue duration (ms), submit duration (ms), exec duration (ms), global size, local size, output size
ffn_moe_topk-7,kernel_moe_scan,0.247000,0.054700,0.056500,1x0x0,1x0x0,6x196x1x1
ffn_moe_topk-7,kernel_moe_fill,0.099800,0.268500,0.047000,128x32x1,64x1x1,6x196x1x1
ffn_moe_topk-7,kernel_moe_scatter,0.096200,0.099000,0.045700,256x6x1,64x1x1,6x196x1x1
ffn_moe_gate-7,kernel_moe_reorder_b,0.176000,0.042300,0.391700,512x3200x1,256x1x1,1408x6x196x1
ffn_moe_gate-7,kernel_gemm_moe_q4_0_f32_ns,0.125800,0.042100,8.681900,64x22x100,64x1x1,1408x6x196x1
ffn_moe_up-7,kernel_moe_reorder_b,0.122000,7.921900,0.397900,512x3200x1,256x1x1,1408x6x196x1
ffn_moe_up-7,kernel_gemm_moe_q4_0_f32_ns,0.117000,7.995300,8.676300,64x22x100,64x1x1,1408x6x196x1
ffn_moe_swiglu-7,kernel_swiglu,0.112000,16.260201,0.314000,602112x1x1,512x1x1,1408x6x196x1
ffn_moe_down-7,kernel_moe_reorder_b,0.110800,15.841300,0.325300,512x3200x1,256x1x1,2048x6x196x1
ffn_moe_down-7,kernel_gemm_moe_q4_0_f32_ns,0.111200,15.744200,8.578200,64x32x100,64x1x1,2048x6x196x1
ffn_moe_out-7,kernel_moe_combine_f32,0.110800,23.636900,0.204500,512x196x0,64x1x0,2048x196x1x1
ffn_gate-7,kernel_transpose_32_16,0.100000,23.395201,0.089900,512x50x0,1x16x0,2816x196x1x1
ffn_gate-7,kernel_gemm_noshuffle_q4_0_f32,0.114400,22.936899,0.970800,25x704x1,1x128x1,2816x196x1x1
ffn_up-7,kernel_transpose_32_16,0.102000,22.972200,0.081900,512x50x0,1x16x0,2816x196x1x1
ffn_up-7,kernel_gemm_noshuffle_q4_0_f32,0.109600,22.750099,0.971500,25x704x1,1x128x1,2816x196x1x1
ffn_swiglu-7,kernel_swiglu,0.110800,23.255301,0.123500,100352x1x1,512x1x1,2816x196x1x1
ffn_shexp-7,kernel_transpose_32_16,0.115000,22.928900,0.095900,704x50x0,1x16x0,2048x196x1x1
ffn_shexp-7,kernel_gemm_noshuffle_q4_0_f32,0.120600,22.577299,1.049600,25x512x1,1x128x1,2048x196x1x1
ffn_out-7,kernel_add,0.115800,23.176100,0.105000,12544x1x1,64x1x1,2048x196x1x1
l_out-7,kernel_add,0.169200,22.380699,0.106200,12544x1x1,64x1x1,2048x196x1x1
attn_norm-8,kernel_rms_norm_mul,0.220800,21.886600,0.101800,200704x1x1,1024x1x1,2048x196x1x1
q-8,kernel_transpose_32_16,0.140600,21.451401,0.075700,512x50x0,1x16x0,3072x196x1x1
q-8,kernel_gemm_noshuffle_q4_0_f32,0.154000,20.804800,1.040300,25x768x1,1x128x1,3072x196x1x1
q_pe-8,kernel_rope_norm_f32,0.120400,21.252800,0.076100,1024x196x1,64x1x1,64x16x196x1
Qcur-8,kernel_concat_f32,0.128400,20.793600,0.096900,1024x196x1,64x1x1,192x16x196x1
kv_cmpr_pe-8,kernel_transpose_32_16,0.138600,20.462299,0.089600,512x50x0,1x16x0,576x196x1x1
kv_cmpr_pe-8,kernel_gemm_noshuffle_q4_0_f32,0.140200,20.171101,0.470100,25x144x1,1x128x1,576x196x1x1
kv_cmpr-8,kernel_rms_norm_mul,0.117200,20.146700,0.071200,100352x1x1,512x1x1,512x196x1x1
kv-8,kernel_transpose_32_16,0.157000,19.529400,0.053100,128x50x0,1x16x0,4096x196x1x1
kv-8,kernel_gemm_noshuffle_q4_0_f32,0.151200,19.080799,0.372500,25x1024x1,1x128x1,4096x196x1x1
Vcur_cont-8,kernel_cpy_f32_f32,0.134800,18.145800,0.081100,1024x196x1,64x1x1,128x16x196x1
k_pe-8,kernel_rope_norm_f32,0.132800,17.797199,0.046700,64x196x1,64x1x1,64x1x196x1
node_506,kernel_repeat_f32,0.137800,17.131100,0.069700,1024x196x1,64x1x1,64x16x196x1
Kcur-8,kernel_concat_f32,0.127400,16.631399,0.100000,1024x196x1,64x1x1,192x16x196x1
cache_k_l8 (view),kernel_set_rows_f16_i64,0.132200,14.733200,0.088500,200704x1x1,1024x1x1,3072x4096x1x1
cache_v_l8 (view),kernel_set_rows_f16_i64,0.140000,14.175000,0.084700,200704x1x1,1024x1x1,2048x4096x1x1
node_518,flash_attn_blk_f16,0.163600,13.583600,0.092100,16x13x1,0x0x0,128x16x196x1
node_518,flash_attn_f32_f16,0.156000,13.070200,4.722000,208x16x0,16x1x0,128x16x196x1
node_520,kernel_transpose_32_16,0.184000,15.925200,0.078000,512x50x0,1x16x0,2048x196x1x1
node_520,kernel_gemm_noshuffle_q4_0_f32,0.133800,15.632400,0.778900,25x512x1,1x128x1,2048x196x1x1
ffn_inp-8,kernel_add,3.238400,12.980900,0.105200,12544x1x1,64x1x1,2048x196x1x1
ffn_norm-8,kernel_rms_norm_mul,2.819400,13.075400,0.101900,200704x1x1,1024x1x1,2048x196x1x1
ffn_moe_logits-8,kernel_mul_mm_f32_f32_l4_lm,2.457600,13.168300,0.512100,128x4x1,128x1x1,64x196x1x1
ffn_moe_probs-8,kernel_soft_max_4,2.192200,13.596100,0.048100,12544x1x1,64x1x1,64x196x1x1
ffn_moe_argsort-8,kernel_argsort_f32_i32,3.165800,12.434600,0.080800,64x196x1,64x1x1,64x196x1x1
ffn_moe_weights-8,kernel_get_rows_f32,2.340800,12.505300,0.053000,6x196x1,1x1x1,1x6x196x1
ffn_moe_topk-8,kernel_moe_histogram,3.072200,11.451000,0.044800,256x6x1,64x1x1,6x196x1x1
ffn_moe_topk-8,kernel_moe_scan,0.174000,0.050100,0.056400,1x0x0,1x0x0,6x196x1x1
ffn_moe_topk-8,kernel_moe_fill,0.331200,0.285000,0.047000,128x32x1,64x1x1,6x196x1x1
ffn_moe_topk-8,kernel_moe_scatter,0.221800,0.052600,0.045900,256x6x1,64x1x1,6x196x1x1
ffn_moe_gate-8,kernel_moe_reorder_b,0.107200,0.043300,0.394500,512x3200x1,256x1x1,1408x6x196x1
ffn_moe_gate-8,kernel_gemm_moe_q4_0_f32_ns,0.096200,0.254300,8.686300,64x22x100,64x1x1,1408x6x196x1
ffn_moe_up-8,kernel_moe_reorder_b,0.098600,8.124400,0.400700,512x3200x1,256x1x1,1408x6x196x1
ffn_moe_up-8,kernel_gemm_moe_q4_0_f32_ns,0.097600,7.240400,8.696000,64x22x100,64x1x1,1408x6x196x1
ffn_moe_swiglu-8,kernel_swiglu,0.096800,15.471500,0.315900,602112x1x1,512x1x1,1408x6x196x1
ffn_moe_down-8,kernel_moe_reorder_b,0.151400,11.130200,0.324500,512x3200x1,256x1x1,2048x6x196x1
ffn_moe_down-8,kernel_gemm_moe_q4_0_f32_ns,0.159600,9.954400,8.662800,64x32x100,64x1x1,2048x6x196x1
ffn_moe_out-8,kernel_moe_combine_f32,0.123000,17.300100,0.206900,512x196x0,64x1x0,2048x196x1x1
ffn_gate-8,kernel_transpose_32_16,0.114200,16.841801,0.090700,512x50x0,1x16x0,2816x196x1x1
ffn_gate-8,kernel_gemm_noshuffle_q4_0_f32,0.122600,16.548599,0.971000,25x704x1,1x128x1,2816x196x1x1
ffn_up-8,kernel_transpose_32_16,0.105200,16.655899,0.083000,512x50x0,1x16x0,2816x196x1x1
ffn_up-8,kernel_gemm_noshuffle_q4_0_f32,0.116200,16.222000,0.971900,25x704x1,1x128x1,2816x196x1x1
ffn_swiglu-8,kernel_swiglu,0.114600,16.661501,0.123200,100352x1x1,512x1x1,2816x196x1x1
ffn_shexp-8,kernel_transpose_32_16,0.104800,16.350401,0.097200,704x50x0,1x16x0,2048x196x1x1
ffn_shexp-8,kernel_gemm_noshuffle_q4_0_f32,0.114600,16.164700,1.052300,25x512x1,1x128x1,2048x196x1x1
ffn_out-8,kernel_add,0.112000,16.823099,0.103700,12544x1x1,64x1x1,2048x196x1x1
l_out-8,kernel_add,0.111800,16.156500,0.105400,12544x1x1,64x1x1,2048x196x1x1
attn_norm-9,kernel_rms_norm_mul,0.110000,15.106800,0.102300,200704x1x1,1024x1x1,2048x196x1x1
q-9,kernel_transpose_32_16,0.108200,14.883900,0.075400,512x50x0,1x16x0,3072x196x1x1
q-9,kernel_gemm_noshuffle_q4_0_f32,0.112800,14.323900,1.042300,25x768x1,1x128x1,3072x196x1x1
q_pe-9,kernel_rope_norm_f32,0.120000,14.696000,0.076300,1024x196x1,64x1x1,64x16x196x1
Qcur-9,kernel_concat_f32,0.142200,14.082100,0.097100,1024x196x1,64x1x1,192x16x196x1
kv_cmpr_pe-9,kernel_transpose_32_16,0.114000,13.826500,0.089500,512x50x0,1x16x0,576x196x1x1
kv_cmpr_pe-9,kernel_gemm_noshuffle_q4_0_f32,0.117200,13.617600,0.468500,25x144x1,1x128x1,576x196x1x1
kv_cmpr-9,kernel_rms_norm_mul,0.115000,13.625300,0.071600,100352x1x1,512x1x1,512x196x1x1
kv-9,kernel_transpose_32_16,0.103000,12.927200,0.053000,128x50x0,1x16x0,4096x196x1x1
kv-9,kernel_gemm_noshuffle_q4_0_f32,0.113200,12.708000,0.377100,25x1024x1,1x128x1,4096x196x1x1
Vcur_cont-9,kernel_cpy_f32_f32,0.116400,12.479100,0.080900,1024x196x1,64x1x1,128x16x196x1
k_pe-9,kernel_rope_norm_f32,0.152400,12.125900,0.046400,64x196x1,64x1x1,64x1x196x1
node_570,kernel_repeat_f32,0.141000,11.591800,0.069900,1024x196x1,64x1x1,64x16x196x1
Kcur-9,kernel_concat_f32,0.152400,11.229500,0.099800,1024x196x1,64x1x1,192x16x196x1
cache_k_l9 (view),kernel_set_rows_f16_i64,0.146000,10.937500,0.088100,200704x1x1,1024x1x1,3072x4096x1x1
cache_v_l9 (view),kernel_set_rows_f16_i64,0.135400,10.522200,0.084700,200704x1x1,1024x1x1,2048x4096x1x1
node_582,flash_attn_blk_f16,0.165400,10.119800,0.091900,16x13x1,0x0x0,128x16x196x1
node_582,flash_attn_f32_f16,0.156000,9.650000,4.660700,208x16x0,16x1x0,128x16x196x1
node_584,kernel_transpose_32_16,0.116000,13.954500,0.078500,512x50x0,1x16x0,2048x196x1x1
node_584,kernel_gemm_noshuffle_q4_0_f32,0.124800,13.763300,0.777500,25x512x1,1x128x1,2048x196x1x1
ffn_inp-9,kernel_add,1.099000,13.011100,0.105000,12544x1x1,64x1x1,2048x196x1x1
ffn_norm-9,kernel_rms_norm_mul,0.654400,13.103700,0.102100,200704x1x1,1024x1x1,2048x196x1x1
ffn_moe_logits-9,kernel_mul_mm_f32_f32_l4_lm,0.143800,11.544400,0.510900,128x4x1,128x1x1,64x196x1x1
ffn_moe_probs-9,kernel_soft_max_4,0.131400,11.586900,0.048300,12544x1x1,64x1x1,64x196x1x1
ffn_moe_argsort-9,kernel_argsort_f32_i32,0.141200,10.987500,0.081300,64x196x1,64x1x1,64x196x1x1
ffn_moe_weights-9,kernel_get_rows_f32,0.158800,9.481200,0.053100,6x196x1,1x1x1,1x6x196x1
ffn_moe_topk-9,kernel_moe_histogram,0.125600,8.951600,0.045000,256x6x1,64x1x1,6x196x1x1
ffn_moe_topk-9,kernel_moe_scan,0.142200,0.045700,0.055200,1x0x0,1x0x0,6x196x1x1
ffn_moe_topk-9,kernel_moe_fill,0.263000,0.056900,0.044200,128x32x1,64x1x1,6x196x1x1
ffn_moe_topk-9,kernel_moe_scatter,0.248600,0.049200,0.045300,256x6x1,64x1x1,6x196x1x1
ffn_moe_gate-9,kernel_moe_reorder_b,0.159600,0.116000,0.385400,512x3200x1,256x1x1,1408x6x196x1
ffn_moe_gate-9,kernel_gemm_moe_q4_0_f32_ns,0.377400,0.246700,8.519300,64x22x100,64x1x1,1408x6x196x1
ffn_moe_up-9,kernel_moe_reorder_b,0.154600,8.122900,0.393000,512x3200x1,256x1x1,1408x6x196x1
ffn_moe_up-9,kernel_gemm_moe_q4_0_f32_ns,0.143800,8.022300,8.530700,64x22x100,64x1x1,1408x6x196x1
ffn_moe_swiglu-9,kernel_swiglu,0.146200,15.806400,0.316600,602112x1x1,512x1x1,1408x6x196x1
ffn_moe_down-9,kernel_moe_reorder_b,0.147000,15.400600,0.319200,512x3200x1,256x1x1,2048x6x196x1
ffn_moe_down-9,kernel_gemm_moe_q4_0_f32_ns,0.140600,15.197300,8.496200,64x32x100,64x1x1,2048x6x196x1
ffn_moe_out-9,kernel_moe_combine_f32,0.144400,22.911699,0.204600,512x196x0,64x1x0,2048x196x1x1
ffn_gate-9,kernel_transpose_32_16,0.105600,22.712200,0.090000,512x50x0,1x16x0,2816x196x1x1
ffn_gate-9,kernel_gemm_noshuffle_q4_0_f32,0.113800,22.540899,0.971700,25x704x1,1x128x1,2816x196x1x1
ffn_up-9,kernel_transpose_32_16,0.116000,22.418600,0.082200,512x50x0,1x16x0,2816x196x1x1
ffn_up-9,kernel_gemm_noshuffle_q4_0_f32,0.135400,21.731001,0.967400,25x704x1,1x128x1,2816x196x1x1
ffn_swiglu-9,kernel_swiglu,0.098000,22.368299,0.124500,100352x1x1,512x1x1,2816x196x1x1
ffn_shexp-9,kernel_transpose_32_16,0.114200,21.494499,0.096100,704x50x0,1x16x0,2048x196x1x1
ffn_shexp-9,kernel_gemm_noshuffle_q4_0_f32,0.095000,21.354200,1.051300,25x512x1,1x128x1,2048x196x1x1
ffn_out-9,kernel_add,0.095000,22.073200,0.106000,12544x1x1,64x1x1,2048x196x1x1
l_out-9,kernel_add,0.100200,21.578199,0.104900,12544x1x1,64x1x1,2048x196x1x1
attn_norm-10,kernel_rms_norm_mul,0.091600,20.988800,0.101300,200704x1x1,1024x1x1,2048x196x1x1
q-10,kernel_transpose_32_16,0.145800,20.687000,0.076500,512x50x0,1x16x0,3072x196x1x1
q-10,kernel_gemm_noshuffle_q4_0_f32,0.123000,20.383801,1.041600,25x768x1,1x128x1,3072x196x1x1
q_pe-10,kernel_rope_norm_f32,0.110800,20.895800,0.075900,1024x196x1,64x1x1,64x16x196x1
Qcur-10,kernel_concat_f32,0.163000,20.585501,0.097400,1024x196x1,64x1x1,192x16x196x1
kv_cmpr_pe-10,kernel_transpose_32_16,0.230600,20.202000,0.089300,512x50x0,1x16x0,576x196x1x1
kv_cmpr_pe-10,kernel_gemm_noshuffle_q4_0_f32,0.114200,19.835300,0.469300,25x144x1,1x128x1,576x196x1x1
kv_cmpr-10,kernel_rms_norm_mul,0.094600,19.846500,0.071400,100352x1x1,512x1x1,512x196x1x1
kv-10,kernel_transpose_32_16,0.083800,19.689800,0.053100,128x50x0,1x16x0,4096x196x1x1
kv-10,kernel_gemm_noshuffle_q4_0_f32,0.123400,19.508499,0.368700,25x1024x1,1x128x1,4096x196x1x1
Vcur_cont-10,kernel_cpy_f32_f32,0.115800,19.403601,0.081700,1024x196x1,64x1x1,128x16x196x1
k_pe-10,kernel_rope_norm_f32,0.188600,18.998600,0.047000,64x196x1,64x1x1,64x1x196x1
node_634,kernel_repeat_f32,0.112400,18.636801,0.069500,1024x196x1,64x1x1,64x16x196x1
Kcur-10,kernel_concat_f32,0.115200,18.315300,0.100200,1024x196x1,64x1x1,192x16x196x1
cache_k_l10 (view),kernel_set_rows_f16_i64,0.125400,17.511600,0.089300,200704x1x1,1024x1x1,3072x4096x1x1
cache_v_l10 (view),kernel_set_rows_f16_i64,0.096000,17.331600,0.084900,200704x1x1,1024x1x1,2048x4096x1x1
node_646,flash_attn_blk_f16,0.123400,16.986099,0.092400,16x13x1,0x0x0,128x16x196x1
node_646,flash_attn_f32_f16,0.112800,15.855300,4.721400,208x16x0,16x1x0,128x16x196x1
node_648,kernel_transpose_32_16,0.117000,18.588800,0.078500,512x50x0,1x16x0,2048x196x1x1
node_648,kernel_gemm_noshuffle_q4_0_f32,0.118800,18.381599,0.777300,25x512x1,1x128x1,2048x196x1x1
ffn_inp-10,kernel_add,5.363800,12.998500,0.103100,12544x1x1,64x1x1,2048x196x1x1
ffn_norm-10,kernel_rms_norm_mul,5.084000,13.033900,0.101900,200704x1x1,1024x1x1,2048x196x1x1
ffn_moe_logits-10,kernel_mul_mm_f32_f32_l4_lm,4.762800,13.101200,0.513100,128x4x1,128x1x1,64x196x1x1
ffn_moe_probs-10,kernel_soft_max_4,4.489800,13.573100,0.048300,12544x1x1,64x1x1,64x196x1x1
ffn_moe_argsort-10,kernel_argsort_f32_i32,5.363000,12.460400,0.080600,64x196x1,64x1x1,64x196x1x1
ffn_moe_weights-10,kernel_get_rows_f32,4.709400,12.488100,0.053000,6x196x1,1x1x1,1x6x196x1
ffn_moe_topk-10,kernel_moe_histogram,4.975200,11.605000,0.045400,256x6x1,64x1x1,6x196x1x1
ffn_moe_topk-10,kernel_moe_scan,0.345600,0.057400,0.056100,1x0x0,1x0x0,6x196x1x1
ffn_moe_topk-10,kernel_moe_fill,0.281200,0.055700,0.044800,128x32x1,64x1x1,6x196x1x1
ffn_moe_topk-10,kernel_moe_scatter,0.185800,0.046600,0.045600,256x6x1,64x1x1,6x196x1x1
ffn_moe_gate-10,kernel_moe_reorder_b,0.142000,0.060700,0.379200,512x3200x1,256x1x1,1408x6x196x1
ffn_moe_gate-10,kernel_gemm_moe_q4_0_f32_ns,0.191200,0.055800,8.549000,64x22x100,64x1x1,1408x6x196x1
ffn_moe_up-10,kernel_moe_reorder_b,0.179200,8.138900,0.388300,512x3200x1,256x1x1,1408x6x196x1
ffn_moe_up-10,kernel_gemm_moe_q4_0_f32_ns,0.121200,8.063500,8.535300,64x22x100,64x1x1,1408x6x196x1
ffn_moe_swiglu-10,kernel_swiglu,0.128600,16.290501,0.317600,602112x1x1,512x1x1,1408x6x196x1
ffn_moe_down-10,kernel_moe_reorder_b,0.128400,16.212099,0.320100,512x3200x1,256x1x1,2048x6x196x1
ffn_moe_down-10,kernel_gemm_moe_q4_0_f32_ns,0.141200,16.183300,8.479900,64x32x100,64x1x1,2048x6x196x1
ffn_moe_out-10,kernel_moe_combine_f32,0.164800,23.637300,0.205000,512x196x0,64x1x0,2048x196x1x1
ffn_gate-10,kernel_transpose_32_16,0.126400,22.076799,0.090300,512x50x0,1x16x0,2816x196x1x1
ffn_gate-10,kernel_gemm_noshuffle_q4_0_f32,0.127600,21.805000,0.971300,25x704x1,1x128x1,2816x196x1x1
ffn_up-10,kernel_transpose_32_16,0.212000,21.849300,0.082700,512x50x0,1x16x0,2816x196x1x1
ffn_up-10,kernel_gemm_noshuffle_q4_0_f32,0.170400,21.078501,0.970900,25x704x1,1x128x1,2816x196x1x1
ffn_swiglu-10,kernel_swiglu,0.422400,20.772699,0.123300,100352x1x1,512x1x1,2816x196x1x1
ffn_shexp-10,kernel_transpose_32_16,0.142000,19.883801,0.095300,704x50x0,1x16x0,2048x196x1x1
ffn_shexp-10,kernel_gemm_noshuffle_q4_0_f32,0.181200,19.473499,1.051300,25x512x1,1x128x1,2048x196x1x1
ffn_out-10,kernel_add,0.125800,19.910500,0.104300,12544x1x1,64x1x1,2048x196x1x1
l_out-10,kernel_add,0.233000,19.084000,0.106100,12544x1x1,64x1x1,2048x196x1x1
attn_norm-11,kernel_rms_norm_mul,0.145200,18.627800,0.102100,200704x1x1,1024x1x1,2048x196x1x1
q-11,kernel_transpose_32_16,0.132400,18.357700,0.076100,512x50x0,1x16x0,3072x196x1x1
q-11,kernel_gemm_noshuffle_q4_0_f32,0.112800,18.020300,1.039100,25x768x1,1x128x1,3072x196x1x1
q_pe-11,kernel_rope_norm_f32,0.112600,17.851900,0.075900,1024x196x1,64x1x1,64x16x196x1
Qcur-11,kernel_concat_f32,0.118400,17.492001,0.096600,1024x196x1,64x1x1,192x16x196x1
kv_cmpr_pe-11,kernel_transpose_32_16,0.102200,17.139601,0.088200,512x50x0,1x16x0,576x196x1x1
kv_cmpr_pe-11,kernel_gemm_noshuffle_q4_0_f32,0.117200,16.638000,0.469800,25x144x1,1x128x1,576x196x1x1
kv_cmpr-11,kernel_rms_norm_mul,0.115600,16.338900,0.071300,100352x1x1,512x1x1,512x196x1x1
kv-11,kernel_transpose_32_16,0.121600,15.935300,0.053300,128x50x0,1x16x0,4096x196x1x1
kv-11,kernel_gemm_noshuffle_q4_0_f32,0.156800,15.650500,0.371400,25x1024x1,1x128x1,4096x196x1x1
Vcur_cont-11,kernel_cpy_f32_f32,0.403000,15.482700,0.081200,1024x196x1,64x1x1,128x16x196x1
k_pe-11,kernel_rope_norm_f32,0.136800,15.136200,0.046500,64x196x1,64x1x1,64x1x196x1
node_698,kernel_repeat_f32,0.127200,14.882900,0.069600,1024x196x1,64x1x1,64x16x196x1
Kcur-11,kernel_concat_f32,0.116200,14.633900,0.100700,1024x196x1,64x1x1,192x16x196x1
cache_k_l11 (view),kernel_set_rows_f16_i64,0.214000,14.297600,0.088600,200704x1x1,1024x1x1,3072x4096x1x1
cache_v_l11 (view),kernel_set_rows_f16_i64,0.110200,13.744300,0.084600,200704x1x1,1024x1x1,2048x4096x1x1
node_710,flash_attn_blk_f16,0.128800,12.966600,0.092700,16x13x1,0x0x0,128x16x196x1
node_710,flash_attn_f32_f16,0.128200,12.526800,4.702300,208x16x0,16x1x0,128x16x196x1
node_712,kernel_transpose_32_16,0.112600,16.741800,0.078800,512x50x0,1x16x0,2048x196x1x1
node_712,kernel_gemm_noshuffle_q4_0_f32,0.115400,16.172800,0.778500,25x512x1,1x128x1,2048x196x1x1
ffn_inp-11,kernel_add,3.032200,12.865300,0.104700,12544x1x1,64x1x1,2048x196x1x1
ffn_norm-11,kernel_rms_norm_mul,2.784800,12.889500,0.101800,200704x1x1,1024x1x1,2048x196x1x1
ffn_moe_logits-11,kernel_mul_mm_f32_f32_l4_lm,2.500000,12.966100,0.510900,128x4x1,128x1x1,64x196x1x1
ffn_moe_probs-11,kernel_soft_max_4,2.179800,13.468100,0.048800,12544x1x1,64x1x1,64x196x1x1
ffn_moe_argsort-11,kernel_argsort_f32_i32,3.053600,12.402900,0.081500,64x196x1,64x1x1,64x196x1x1
ffn_moe_weights-11,kernel_get_rows_f32,2.655000,12.476000,0.053300,6x196x1,1x1x1,1x6x196x1
ffn_moe_topk-11,kernel_moe_histogram,2.985400,11.468300,0.045300,256x6x1,64x1x1,6x196x1x1
ffn_moe_topk-11,kernel_moe_scan,0.233400,0.051500,0.056500,1x0x0,1x0x0,6x196x1x1
ffn_moe_topk-11,kernel_moe_fill,0.130400,0.238700,0.047000,128x32x1,64x1x1,6x196x1x1
ffn_moe_topk-11,kernel_moe_scatter,0.171400,0.050100,0.045300,256x6x1,64x1x1,6x196x1x1
ffn_moe_gate-11,kernel_moe_reorder_b,0.157400,0.060100,0.387600,512x3200x1,256x1x1,1408x6x196x1
ffn_moe_gate-11,kernel_gemm_moe_q4_0_f32_ns,0.125000,0.046700,8.500200,64x22x100,64x1x1,1408x6x196x1
ffn_moe_up-11,kernel_moe_reorder_b,0.153400,7.332600,0.391900,512x3200x1,256x1x1,1408x6x196x1
ffn_moe_up-11,kernel_gemm_moe_q4_0_f32_ns,0.138200,7.376100,8.504100,64x22x100,64x1x1,1408x6x196x1
ffn_moe_swiglu-11,kernel_swiglu,0.175000,14.324300,0.316600,602112x1x1,512x1x1,1408x6x196x1
ffn_moe_down-11,kernel_moe_reorder_b,0.148600,14.168000,0.321200,512x3200x1,256x1x1,2048x6x196x1
ffn_moe_down-11,kernel_gemm_moe_q4_0_f32_ns,0.141600,14.080500,8.445400,64x32x100,64x1x1,2048x6x196x1
ffn_moe_out-11,kernel_moe_combine_f32,0.138200,21.279200,0.207400,512x196x0,64x1x0,2048x196x1x1
ffn_gate-11,kernel_transpose_32_16,0.134200,20.731701,0.092300,512x50x0,1x16x0,2816x196x1x1
ffn_gate-11,kernel_gemm_noshuffle_q4_0_f32,0.126400,20.432501,0.969000,25x704x1,1x128x1,2816x196x1x1
ffn_up-11,kernel_transpose_32_16,0.145400,19.888399,0.083000,512x50x0,1x16x0,2816x196x1x1
ffn_up-11,kernel_gemm_noshuffle_q4_0_f32,0.345000,19.320000,0.966500,25x704x1,1x128x1,2816x196x1x1
ffn_swiglu-11,kernel_swiglu,0.193400,19.183300,0.123700,100352x1x1,512x1x1,2816x196x1x1
ffn_shexp-11,kernel_transpose_32_16,0.144000,18.649401,0.095000,704x50x0,1x16x0,2048x196x1x1
ffn_shexp-11,kernel_gemm_noshuffle_q4_0_f32,0.149000,18.104799,1.049900,25x512x1,1x128x1,2048x196x1x1
ffn_out-11,kernel_add,0.148600,18.174101,0.105600,12544x1x1,64x1x1,2048x196x1x1
l_out-11,kernel_add,0.145200,17.781601,0.105600,12544x1x1,64x1x1,2048x196x1x1
attn_norm-12,kernel_rms_norm_mul,0.141800,17.292700,0.101500,200704x1x1,1024x1x1,2048x196x1x1
q-12,kernel_transpose_32_16,0.137400,16.891701,0.075900,512x50x0,1x16x0,3072x196x1x1
q-12,kernel_gemm_noshuffle_q4_0_f32,0.143400,16.471701,1.042400,25x768x1,1x128x1,3072x196x1x1
q_pe-12,kernel_rope_norm_f32,0.144600,16.238001,0.076400,1024x196x1,64x1x1,64x16x196x1
Qcur-12,kernel_concat_f32,0.148200,15.803200,0.097800,1024x196x1,64x1x1,192x16x196x1
kv_cmpr_pe-12,kernel_transpose_32_16,0.326000,14.530700,0.089800,512x50x0,1x16x0,576x196x1x1
kv_cmpr_pe-12,kernel_gemm_noshuffle_q4_0_f32,0.149000,13.959800,0.471600,25x144x1,1x128x1,576x196x1x1
kv_cmpr-12,kernel_rms_norm_mul,0.153800,13.763800,0.071200,100352x1x1,512x1x1,512x196x1x1
kv-12,kernel_transpose_32_16,0.118800,13.307600,0.053400,128x50x0,1x16x0,4096x196x1x1
kv-12,kernel_gemm_noshuffle_q4_0_f32,0.184000,12.765200,0.372800,25x1024x1,1x128x1,4096x196x1x1
Vcur_cont-12,kernel_cpy_f32_f32,0.135200,12.116700,0.081600,1024x196x1,64x1x1,128x16x196x1
k_pe-12,kernel_rope_norm_f32,0.150000,11.655900,0.046400,64x196x1,64x1x1,64x1x196x1
node_762,kernel_repeat_f32,0.238200,10.750800,0.069900,1024x196x1,64x1x1,64x16x196x1
Kcur-12,kernel_concat_f32,0.128800,10.499200,0.101600,1024x196x1,64x1x1,192x16x196x1
cache_k_l12 (view),kernel_set_rows_f16_i64,0.123400,10.326500,0.088500,200704x1x1,1024x1x1,3072x4096x1x1
cache_v_l12 (view),kernel_set_rows_f16_i64,0.114000,10.065400,0.084900,200704x1x1,1024x1x1,2048x4096x1x1
node_774,flash_attn_blk_f16,0.120000,9.495400,0.091900,16x13x1,0x0x0,128x16x196x1
node_774,flash_attn_f32_f16,0.109400,9.247700,4.663200,208x16x0,16x1x0,128x16x196x1
node_776,kernel_transpose_32_16,0.110600,13.634500,0.078300,512x50x0,1x16x0,2048x196x1x1
node_776,kernel_gemm_noshuffle_q4_0_f32,0.114000,13.339000,0.776800,25x512x1,1x128x1,2048x196x1x1
ffn_inp-12,kernel_add,0.096200,12.413500,0.105300,12544x1x1,64x1x1,2048x196x1x1
ffn_norm-12,kernel_rms_norm_mul,0.126200,12.099800,0.101800,200704x1x1,1024x1x1,2048x196x1x1
ffn_moe_logits-12,kernel_mul_mm_f32_f32_l4_lm,0.095800,11.471100,0.511800,128x4x1,128x1x1,64x196x1x1
ffn_moe_probs-12,kernel_soft_max_4,0.174800,11.409000,0.048300,12544x1x1,64x1x1,64x196x1x1
ffn_moe_argsort-12,kernel_argsort_f32_i32,0.091400,10.586300,0.080700,64x196x1,64x1x1,64x196x1x1
ffn_moe_weights-12,kernel_get_rows_f32,0.095800,10.341900,0.053700,6x196x1,1x1x1,1x6x196x1
ffn_moe_topk-12,kernel_moe_histogram,0.095400,9.324300,0.045200,256x6x1,64x1x1,6x196x1x1
