op name, kernel name, queue duration (ms), submit duration (ms), exec duration (ms), global size, local size, output size
node_902,flash_attn_blk_f16,0.176400,0.594000,0.005000,16x1x1,0x0x0,128x16x2x1
node_902,flash_attn_f32_f16,0.133400,0.599500,0.106600,16x16x0,16x1x0,128x16x2x1
node_904,kernel_transpose_32_16,0.100400,0.706600,0.004900,512x2x0,1x16x0,2048x2x1x1
node_904,kernel_gemm_noshuffle_q4_0_f32,0.089400,0.712000,0.327600,1x512x1,1x128x1,2048x2x1x1
ffn_inp-14,kernel_add,0.059400,1.040100,0.013100,128x1x1,64x1x1,2048x2x1x1
ffn_norm-14,kernel_rms_norm_mul,0.036400,1.053800,0.005400,2048x1x1,1024x1x1,2048x2x1x1
ffn_moe_logits-14,kernel_mul_mm_f32_f32_l4_lm,0.109400,0.971500,0.460900,128x1x1,128x1x1,64x2x1x1
ffn_moe_probs-14,kernel_soft_max_4,0.060400,1.433000,0.003800,128x1x1,64x1x1,64x2x1x1
ffn_moe_argsort-14,kernel_argsort_f32_i32,0.043400,1.437300,0.012100,64x2x1,64x1x1,64x2x1x1
ffn_moe_weights-14,kernel_get_rows_f32,0.021400,1.450000,0.003000,6x2x1,1x1x1,1x6x2x1
ffn_moe_out-14,kernel_moe_combine_f32,0.138000,0.059900,0.004200,512x2x0,64x1x0,2048x2x1x1
ffn_gate-14,kernel_transpose_32_16,0.107000,0.064600,0.005200,512x2x0,1x16x0,2816x2x1x1
ffn_gate-14,kernel_gemm_noshuffle_q4_0_f32,0.095000,0.070400,0.336200,1x704x1,1x128x1,2816x2x1x1
ffn_up-14,kernel_transpose_32_16,0.068000,0.407100,0.004800,512x2x0,1x16x0,2816x2x1x1
ffn_up-14,kernel_gemm_noshuffle_q4_0_f32,0.059000,0.412500,0.333500,1x704x1,1x128x1,2816x2x1x1
ffn_swiglu-14,kernel_swiglu,0.042000,0.746600,0.004400,1024x1x1,512x1x1,2816x2x1x1
ffn_shexp-14,kernel_transpose_32_16,0.027000,0.751500,0.006300,704x2x0,1x16x0,2048x2x1x1
ffn_shexp-14,kernel_gemm_noshuffle_q4_0_f32,0.199000,0.582700,0.466200,1x512x1,1x128x1,2048x2x1x1
ffn_out-14,kernel_add,0.145000,1.049400,0.013300,128x1x1,64x1x1,2048x2x1x1
l_out-14,kernel_add,0.125000,1.063200,0.013400,128x1x1,64x1x1,2048x2x1x1
attn_norm-15,kernel_rms_norm_mul,0.107000,1.077100,0.005500,2048x1x1,1024x1x1,2048x2x1x1
q-15,kernel_transpose_32_16,0.091000,1.083100,0.004900,512x2x0,1x16x0,3072x2x1x1
q-15,kernel_gemm_noshuffle_q4_0_f32,0.080000,1.088500,0.334300,1x768x1,1x128x1,3072x2x1x1
q_pe-15,kernel_rope_norm_f32,0.047000,1.423300,0.003100,1024x2x1,64x1x1,64x16x2x1
Qcur-15,kernel_concat_f32,0.031000,1.426900,0.003100,1024x2x1,64x1x1,192x16x2x1
kv_cmpr_pe-15,kernel_transpose_32_16,0.152600,1.297600,0.005200,512x2x0,1x16x0,576x2x1x1
kv_cmpr_pe-15,kernel_gemm_noshuffle_q4_0_f32,0.118600,1.303400,0.323500,1x144x1,1x128x1,576x2x1x1
kv_cmpr-15,kernel_rms_norm_mul,0.099600,1.627400,0.003800,1024x1x1,512x1x1,512x2x1x1
kv-15,kernel_transpose_32_16,0.087600,1.631800,0.002700,128x2x0,1x16x0,4096x2x1x1
kv-15,kernel_gemm_noshuffle_q4_0_f32,0.080600,1.635100,0.086800,1x1024x1,1x128x1,4096x2x1x1
Vcur_cont-15,kernel_cpy_f32_f32,0.063600,1.722500,0.003200,1024x2x1,64x1x1,128x16x2x1
k_pe-15,kernel_rope_norm_f32,0.041600,1.726200,0.002400,64x2x1,64x1x1,64x1x2x1
node_954,kernel_repeat_f32,0.028600,1.729200,0.002600,1024x2x1,64x1x1,64x16x2x1
Kcur-15,kernel_concat_f32,0.211400,1.538100,0.002800,1024x2x1,64x1x1,192x16x2x1
cache_k_l15 (view),kernel_set_rows_f16_i64,0.172400,1.541500,0.004100,2048x1x1,1024x1x1,3072x4096x1x1
cache_v_l15 (view),kernel_set_rows_f16_i64,0.159400,1.546100,0.003200,2048x1x1,1024x1x1,2048x4096x1x1
node_966,flash_attn_blk_f16,0.104400,1.549800,0.005200,16x1x1,0x0x0,128x16x2x1
node_966,flash_attn_f32_f16,0.074400,1.555500,0.109800,16x16x0,16x1x0,128x16x2x1
node_968,kernel_transpose_32_16,0.054400,1.665800,0.004900,512x2x0,1x16x0,2048x2x1x1
node_968,kernel_gemm_noshuffle_q4_0_f32,0.047400,1.671300,0.330700,1x512x1,1x128x1,2048x2x1x1
ffn_inp-15,kernel_add,0.028400,2.002600,0.012900,128x1x1,64x1x1,2048x2x1x1
ffn_norm-15,kernel_rms_norm_mul,0.090400,1.941400,0.005700,2048x1x1,1024x1x1,2048x2x1x1
ffn_moe_logits-15,kernel_mul_mm_f32_f32_l4_lm,0.059400,1.947600,0.465900,128x1x1,128x1x1,64x2x1x1
ffn_moe_probs-15,kernel_soft_max_4,0.043400,2.414100,0.004000,128x1x1,64x1x1,64x2x1x1
ffn_moe_argsort-15,kernel_argsort_f32_i32,0.029400,2.418600,0.012200,64x2x1,64x1x1,64x2x1x1
ffn_moe_weights-15,kernel_get_rows_f32,0.015400,2.431400,0.002700,6x2x1,1x1x1,1x6x2x1
ffn_moe_out-15,kernel_moe_combine_f32,0.122800,0.057200,0.004300,512x2x0,64x1x0,2048x2x1x1
ffn_gate-15,kernel_transpose_32_16,0.093800,0.062000,0.005200,512x2x0,1x16x0,2816x2x1x1
ffn_gate-15,kernel_gemm_noshuffle_q4_0_f32,0.081800,0.067800,0.334600,1x704x1,1x128x1,2816x2x1x1
ffn_up-15,kernel_transpose_32_16,0.065800,0.402900,0.004800,512x2x0,1x16x0,2816x2x1x1
ffn_up-15,kernel_gemm_noshuffle_q4_0_f32,0.057800,0.408200,0.331700,1x704x1,1x128x1,2816x2x1x1
ffn_swiglu-15,kernel_swiglu,0.041800,0.740400,0.004400,1024x1x1,512x1x1,2816x2x1x1
ffn_shexp-15,kernel_transpose_32_16,0.025800,0.745400,0.006100,704x2x0,1x16x0,2048x2x1x1
ffn_shexp-15,kernel_gemm_noshuffle_q4_0_f32,0.172800,0.601500,0.455600,1x512x1,1x128x1,2048x2x1x1
ffn_out-15,kernel_add,0.121800,1.057700,0.013000,128x1x1,64x1x1,2048x2x1x1
l_out-15,kernel_add,0.103800,1.071300,0.013700,128x1x1,64x1x1,2048x2x1x1
attn_norm-16,kernel_rms_norm_mul,0.085800,1.085500,0.005600,2048x1x1,1024x1x1,2048x2x1x1
q-16,kernel_transpose_32_16,0.072800,1.091600,0.004700,512x2x0,1x16x0,3072x2x1x1
q-16,kernel_gemm_noshuffle_q4_0_f32,0.064800,1.096800,0.327800,1x768x1,1x128x1,3072x2x1x1
q_pe-16,kernel_rope_norm_f32,0.043800,1.425200,0.003000,1024x2x1,64x1x1,64x16x2x1
Qcur-16,kernel_concat_f32,0.027800,1.428800,0.003100,1024x2x1,64x1x1,192x16x2x1
kv_cmpr_pe-16,kernel_transpose_32_16,0.147400,1.301800,0.005200,512x2x0,1x16x0,576x2x1x1
kv_cmpr_pe-16,kernel_gemm_noshuffle_q4_0_f32,0.115400,1.307600,0.322500,1x144x1,1x128x1,576x2x1x1
kv_cmpr-16,kernel_rms_norm_mul,0.098400,1.630600,0.003800,1024x1x1,512x1x1,512x2x1x1
kv-16,kernel_transpose_32_16,0.085400,1.635000,0.002700,128x2x0,1x16x0,4096x2x1x1
kv-16,kernel_gemm_noshuffle_q4_0_f32,0.076400,1.638200,0.085400,1x1024x1,1x128x1,4096x2x1x1
Vcur_cont-16,kernel_cpy_f32_f32,0.059400,1.724200,0.003100,1024x2x1,64x1x1,128x16x2x1
k_pe-16,kernel_rope_norm_f32,0.040400,1.727900,0.002500,64x2x1,64x1x1,64x1x2x1
node_1018,kernel_repeat_f32,0.028400,1.730900,0.002600,1024x2x1,64x1x1,64x16x2x1
Kcur-16,kernel_concat_f32,0.199600,1.550900,0.002900,1024x2x1,64x1x1,192x16x2x1
cache_k_l16 (view),kernel_set_rows_f16_i64,0.165600,1.554400,0.004100,2048x1x1,1024x1x1,3072x4096x1x1
cache_v_l16 (view),kernel_set_rows_f16_i64,0.151600,1.559100,0.003100,2048x1x1,1024x1x1,2048x4096x1x1
node_1030,flash_attn_blk_f16,0.101600,1.562800,0.005100,16x1x1,0x0x0,128x16x2x1
node_1030,flash_attn_f32_f16,0.072600,1.568400,0.112200,16x16x0,16x1x0,128x16x2x1
node_1032,kernel_transpose_32_16,0.054600,1.681200,0.004900,512x2x0,1x16x0,2048x2x1x1
node_1032,kernel_gemm_noshuffle_q4_0_f32,0.046600,1.686600,0.338800,1x512x1,1x128x1,2048x2x1x1
ffn_inp-16,kernel_add,0.027600,2.025900,0.013100,128x1x1,64x1x1,2048x2x1x1
ffn_norm-16,kernel_rms_norm_mul,0.094200,1.961200,0.005600,2048x1x1,1024x1x1,2048x2x1x1
ffn_moe_logits-16,kernel_mul_mm_f32_f32_l4_lm,0.061200,1.967300,0.463900,128x1x1,128x1x1,64x2x1x1
ffn_moe_probs-16,kernel_soft_max_4,0.044200,2.431700,0.003700,128x1x1,64x1x1,64x2x1x1
ffn_moe_argsort-16,kernel_argsort_f32_i32,0.029200,2.435900,0.012200,64x2x1,64x1x1,64x2x1x1
ffn_moe_weights-16,kernel_get_rows_f32,0.017200,2.448600,0.002900,6x2x1,1x1x1,1x6x2x1
ffn_moe_out-16,kernel_moe_combine_f32,0.156000,0.311700,0.004400,512x2x0,64x1x0,2048x2x1x1
ffn_gate-16,kernel_transpose_32_16,0.119000,0.316600,0.005400,512x2x0,1x16x0,2816x2x1x1
ffn_gate-16,kernel_gemm_noshuffle_q4_0_f32,0.104000,0.322500,0.325400,1x704x1,1x128x1,2816x2x1x1
ffn_up-16,kernel_transpose_32_16,0.080000,0.648400,0.004700,512x2x0,1x16x0,2816x2x1x1
ffn_up-16,kernel_gemm_noshuffle_q4_0_f32,0.070000,0.653600,0.319300,1x704x1,1x128x1,2816x2x1x1
ffn_swiglu-16,kernel_swiglu,0.051000,0.973400,0.004600,1024x1x1,512x1x1,2816x2x1x1
ffn_shexp-16,kernel_transpose_32_16,0.034000,0.978500,0.006100,704x2x0,1x16x0,2048x2x1x1
ffn_shexp-16,kernel_gemm_noshuffle_q4_0_f32,0.220800,0.795400,0.449800,1x512x1,1x128x1,2048x2x1x1
ffn_out-16,kernel_add,0.154800,1.245700,0.013400,128x1x1,64x1x1,2048x2x1x1
l_out-16,kernel_add,0.131800,1.259600,0.013600,128x1x1,64x1x1,2048x2x1x1
attn_norm-17,kernel_rms_norm_mul,0.110800,1.273700,0.005500,2048x1x1,1024x1x1,2048x2x1x1
q-17,kernel_transpose_32_16,0.094800,1.279700,0.004800,512x2x0,1x16x0,3072x2x1x1
q-17,kernel_gemm_noshuffle_q4_0_f32,0.084800,1.285100,0.321700,1x768x1,1x128x1,3072x2x1x1
q_pe-17,kernel_rope_norm_f32,0.055800,1.607300,0.003200,1024x2x1,64x1x1,64x16x2x1
Qcur-17,kernel_concat_f32,0.035800,1.611000,0.003200,1024x2x1,64x1x1,192x16x2x1
kv_cmpr_pe-17,kernel_transpose_32_16,0.184800,1.449100,0.005300,512x2x0,1x16x0,576x2x1x1
kv_cmpr_pe-17,kernel_gemm_noshuffle_q4_0_f32,0.146800,1.455000,0.310600,1x144x1,1x128x1,576x2x1x1
kv_cmpr-17,kernel_rms_norm_mul,0.122800,1.766100,0.003800,1024x1x1,512x1x1,512x2x1x1
kv-17,kernel_transpose_32_16,0.106800,1.770400,0.002700,128x2x0,1x16x0,4096x2x1x1
kv-17,kernel_gemm_noshuffle_q4_0_f32,0.097800,1.773700,0.083900,1x1024x1,1x128x1,4096x2x1x1
Vcur_cont-17,kernel_cpy_f32_f32,0.076800,1.858100,0.003300,1024x2x1,64x1x1,128x16x2x1
k_pe-17,kernel_rope_norm_f32,0.052800,1.861900,0.002500,64x2x1,64x1x1,64x1x2x1
node_1082,kernel_repeat_f32,0.034800,1.864900,0.002800,1024x2x1,64x1x1,64x16x2x1
Kcur-17,kernel_concat_f32,0.273200,1.615000,0.002900,1024x2x1,64x1x1,192x16x2x1
cache_k_l17 (view),kernel_set_rows_f16_i64,0.222200,1.618400,0.004200,2048x1x1,1024x1x1,3072x4096x1x1
cache_v_l17 (view),kernel_set_rows_f16_i64,0.205200,1.623200,0.003200,2048x1x1,1024x1x1,2048x4096x1x1
node_1094,flash_attn_blk_f16,0.141200,1.626900,0.005100,16x1x1,0x0x0,128x16x2x1
node_1094,flash_attn_f32_f16,0.103200,1.632600,0.107900,16x16x0,16x1x0,128x16x2x1
node_1096,kernel_transpose_32_16,0.066200,1.741000,0.004900,512x2x0,1x16x0,2048x2x1x1
node_1096,kernel_gemm_noshuffle_q4_0_f32,0.056200,1.746500,0.322500,1x512x1,1x128x1,2048x2x1x1
ffn_inp-17,kernel_add,0.033200,2.069600,0.012900,128x1x1,64x1x1,2048x2x1x1
ffn_norm-17,kernel_rms_norm_mul,0.117600,1.983000,0.005700,2048x1x1,1024x1x1,2048x2x1x1
ffn_moe_logits-17,kernel_mul_mm_f32_f32_l4_lm,0.074600,1.989300,0.450200,128x1x1,128x1x1,64x2x1x1
ffn_moe_probs-17,kernel_soft_max_4,0.051600,2.440100,0.003800,128x1x1,64x1x1,64x2x1x1
ffn_moe_argsort-17,kernel_argsort_f32_i32,0.036600,2.444400,0.012000,64x2x1,64x1x1,64x2x1x1
ffn_moe_weights-17,kernel_get_rows_f32,0.018600,2.456900,0.002800,6x2x1,1x1x1,1x6x2x1
ffn_moe_out-17,kernel_moe_combine_f32,0.131000,0.053200,0.004300,512x2x0,64x1x0,2048x2x1x1
ffn_gate-17,kernel_transpose_32_16,0.098000,0.058100,0.005300,512x2x0,1x16x0,2816x2x1x1
ffn_gate-17,kernel_gemm_noshuffle_q4_0_f32,0.086000,0.064000,0.337900,1x704x1,1x128x1,2816x2x1x1
ffn_up-17,kernel_transpose_32_16,0.067000,0.402400,0.004800,512x2x0,1x16x0,2816x2x1x1
ffn_up-17,kernel_gemm_noshuffle_q4_0_f32,0.059000,0.407700,0.333200,1x704x1,1x128x1,2816x2x1x1
ffn_swiglu-17,kernel_swiglu,0.044000,0.741500,0.004500,1024x1x1,512x1x1,2816x2x1x1
ffn_shexp-17,kernel_transpose_32_16,0.030000,0.746600,0.006200,704x2x0,1x16x0,2048x2x1x1
ffn_shexp-17,kernel_gemm_noshuffle_q4_0_f32,0.171200,0.606600,0.452900,1x512x1,1x128x1,2048x2x1x1
ffn_out-17,kernel_add,0.121200,1.060100,0.013200,128x1x1,64x1x1,2048x2x1x1
l_out-17,kernel_add,0.105200,1.073900,0.013200,128x1x1,64x1x1,2048x2x1x1
attn_norm-18,kernel_rms_norm_mul,0.088200,1.087700,0.005300,2048x1x1,1024x1x1,2048x2x1x1
q-18,kernel_transpose_32_16,0.074200,1.093600,0.004700,512x2x0,1x16x0,3072x2x1x1
q-18,kernel_gemm_noshuffle_q4_0_f32,0.066200,1.098800,0.327600,1x768x1,1x128x1,3072x2x1x1
q_pe-18,kernel_rope_norm_f32,0.045200,1.426900,0.003300,1024x2x1,64x1x1,64x16x2x1
Qcur-18,kernel_concat_f32,0.029200,1.430800,0.003100,1024x2x1,64x1x1,192x16x2x1
kv_cmpr_pe-18,kernel_transpose_32_16,0.144400,1.306000,0.005300,512x2x0,1x16x0,576x2x1x1
kv_cmpr_pe-18,kernel_gemm_noshuffle_q4_0_f32,0.114400,1.311800,0.322300,1x144x1,1x128x1,576x2x1x1
kv_cmpr-18,kernel_rms_norm_mul,0.097400,1.634600,0.003800,1024x1x1,512x1x1,512x2x1x1
kv-18,kernel_transpose_32_16,0.085400,1.639000,0.002800,128x2x0,1x16x0,4096x2x1x1
kv-18,kernel_gemm_noshuffle_q4_0_f32,0.077400,1.642300,0.085200,1x1024x1,1x128x1,4096x2x1x1
Vcur_cont-18,kernel_cpy_f32_f32,0.059400,1.728100,0.003000,1024x2x1,64x1x1,128x16x2x1
k_pe-18,kernel_rope_norm_f32,0.040400,1.731700,0.002500,64x2x1,64x1x1,64x1x2x1
node_1146,kernel_repeat_f32,0.027400,1.734700,0.002500,1024x2x1,64x1x1,64x16x2x1
Kcur-18,kernel_concat_f32,0.202600,1.551800,0.002900,1024x2x1,64x1x1,192x16x2x1
cache_k_l18 (view),kernel_set_rows_f16_i64,0.166600,1.555300,0.004100,2048x1x1,1024x1x1,3072x4096x1x1
cache_v_l18 (view),kernel_set_rows_f16_i64,0.154600,1.559900,0.003200,2048x1x1,1024x1x1,2048x4096x1x1
node_1158,flash_attn_blk_f16,0.099600,1.563600,0.005200,16x1x1,0x0x0,128x16x2x1
node_1158,flash_attn_f32_f16,0.071600,1.569300,0.111800,16x16x0,16x1x0,128x16x2x1
node_1160,kernel_transpose_32_16,0.053600,1.681600,0.005100,512x2x0,1x16x0,2048x2x1x1
node_1160,kernel_gemm_noshuffle_q4_0_f32,0.046600,1.687200,0.339600,1x512x1,1x128x1,2048x2x1x1
ffn_inp-18,kernel_add,0.028600,2.027400,0.012800,128x1x1,64x1x1,2048x2x1x1
ffn_norm-18,kernel_rms_norm_mul,0.093000,1.963700,0.005700,2048x1x1,1024x1x1,2048x2x1x1
ffn_moe_logits-18,kernel_mul_mm_f32_f32_l4_lm,0.059000,1.969900,0.471000,128x1x1,128x1x1,64x2x1x1
ffn_moe_probs-18,kernel_soft_max_4,0.042000,2.441400,0.003800,128x1x1,64x1x1,64x2x1x1
ffn_moe_argsort-18,kernel_argsort_f32_i32,0.030000,2.445700,0.012200,64x2x1,64x1x1,64x2x1x1
ffn_moe_weights-18,kernel_get_rows_f32,0.016000,2.458400,0.002900,6x2x1,1x1x1,1x6x2x1
ffn_moe_out-18,kernel_moe_combine_f32,0.126600,0.062000,0.004200,512x2x0,64x1x0,2048x2x1x1
ffn_gate-18,kernel_transpose_32_16,0.094600,0.066800,0.005100,512x2x0,1x16x0,2816x2x1x1
ffn_gate-18,kernel_gemm_noshuffle_q4_0_f32,0.082600,0.072500,0.336500,1x704x1,1x128x1,2816x2x1x1
ffn_up-18,kernel_transpose_32_16,0.064600,0.409500,0.004800,512x2x0,1x16x0,2816x2x1x1
ffn_up-18,kernel_gemm_noshuffle_q4_0_f32,0.056600,0.414900,0.332300,1x704x1,1x128x1,2816x2x1x1
ffn_swiglu-18,kernel_swiglu,0.041600,0.747700,0.004300,1024x1x1,512x1x1,2816x2x1x1
ffn_shexp-18,kernel_transpose_32_16,0.027600,0.752600,0.006000,704x2x0,1x16x0,2048x2x1x1
ffn_shexp-18,kernel_gemm_noshuffle_q4_0_f32,0.184400,0.597800,0.465500,1x512x1,1x128x1,2048x2x1x1
ffn_out-18,kernel_add,0.128400,1.063900,0.013200,128x1x1,64x1x1,2048x2x1x1
l_out-18,kernel_add,0.108400,1.077700,0.013200,128x1x1,64x1x1,2048x2x1x1
attn_norm-19,kernel_rms_norm_mul,0.089400,1.091500,0.005500,2048x1x1,1024x1x1,2048x2x1x1
q-19,kernel_transpose_32_16,0.076400,1.097500,0.004700,512x2x0,1x16x0,3072x2x1x1
q-19,kernel_gemm_noshuffle_q4_0_f32,0.068400,1.102800,0.334700,1x768x1,1x128x1,3072x2x1x1
q_pe-19,kernel_rope_norm_f32,0.047400,1.438100,0.003000,1024x2x1,64x1x1,64x16x2x1
Qcur-19,kernel_concat_f32,0.027400,1.441700,0.003100,1024x2x1,64x1x1,192x16x2x1
kv_cmpr_pe-19,kernel_transpose_32_16,0.148800,1.313800,0.005100,512x2x0,1x16x0,576x2x1x1
kv_cmpr_pe-19,kernel_gemm_noshuffle_q4_0_f32,0.116800,1.319500,0.322500,1x144x1,1x128x1,576x2x1x1
kv_cmpr-19,kernel_rms_norm_mul,0.098800,1.642500,0.004000,1024x1x1,512x1x1,512x2x1x1
kv-19,kernel_transpose_32_16,0.085800,1.647000,0.002700,128x2x0,1x16x0,4096x2x1x1
kv-19,kernel_gemm_noshuffle_q4_0_f32,0.078800,1.650200,0.086700,1x1024x1,1x128x1,4096x2x1x1
Vcur_cont-19,kernel_cpy_f32_f32,0.061800,1.737500,0.002900,1024x2x1,64x1x1,128x16x2x1
k_pe-19,kernel_rope_norm_f32,0.042800,1.741000,0.002400,64x2x1,64x1x1,64x1x2x1
node_1210,kernel_repeat_f32,0.028800,1.744000,0.002600,1024x2x1,64x1x1,64x16x2x1
Kcur-19,kernel_concat_f32,0.210600,1.554400,0.002900,1024x2x1,64x1x1,192x16x2x1
cache_k_l19 (view),kernel_set_rows_f16_i64,0.173600,1.557900,0.004200,2048x1x1,1024x1x1,3072x4096x1x1
cache_v_l19 (view),kernel_set_rows_f16_i64,0.156600,1.562700,0.003200,2048x1x1,1024x1x1,2048x4096x1x1
node_1222,flash_attn_blk_f16,0.104600,1.566500,0.005100,16x1x1,0x0x0,128x16x2x1
node_1222,flash_attn_f32_f16,0.074600,1.572100,0.111700,16x16x0,16x1x0,128x16x2x1
node_1224,kernel_transpose_32_16,0.056600,1.684400,0.004800,512x2x0,1x16x0,2048x2x1x1
node_1224,kernel_gemm_noshuffle_q4_0_f32,0.047600,1.689700,0.331400,1x512x1,1x128x1,2048x2x1x1
ffn_inp-19,kernel_add,0.028600,2.021700,0.013000,128x1x1,64x1x1,2048x2x1x1
ffn_norm-19,kernel_rms_norm_mul,0.094800,1.957500,0.005900,2048x1x1,1024x1x1,2048x2x1x1
ffn_moe_logits-19,kernel_mul_mm_f32_f32_l4_lm,0.060800,1.964000,0.469400,128x1x1,128x1x1,64x2x1x1
ffn_moe_probs-19,kernel_soft_max_4,0.042800,2.434000,0.003800,128x1x1,64x1x1,64x2x1x1
ffn_moe_argsort-19,kernel_argsort_f32_i32,0.029800,2.438300,0.012100,64x2x1,64x1x1,64x2x1x1
ffn_moe_weights-19,kernel_get_rows_f32,0.016800,2.450900,0.002800,6x2x1,1x1x1,1x6x2x1
ffn_moe_out-19,kernel_moe_combine_f32,0.123800,0.059900,0.004200,512x2x0,64x1x0,2048x2x1x1
ffn_gate-19,kernel_transpose_32_16,0.092800,0.064600,0.005400,512x2x0,1x16x0,2816x2x1x1
ffn_gate-19,kernel_gemm_noshuffle_q4_0_f32,0.080800,0.070600,0.338000,1x704x1,1x128x1,2816x2x1x1
ffn_up-19,kernel_transpose_32_16,0.063800,0.409200,0.004800,512x2x0,1x16x0,2816x2x1x1
ffn_up-19,kernel_gemm_noshuffle_q4_0_f32,0.054800,0.414500,0.332500,1x704x1,1x128x1,2816x2x1x1
ffn_swiglu-19,kernel_swiglu,0.039800,0.747600,0.004300,1024x1x1,512x1x1,2816x2x1x1
ffn_shexp-19,kernel_transpose_32_16,0.024800,0.752400,0.006100,704x2x0,1x16x0,2048x2x1x1
ffn_shexp-19,kernel_gemm_noshuffle_q4_0_f32,0.186000,0.594200,0.457900,1x512x1,1x128x1,2048x2x1x1
ffn_out-19,kernel_add,0.130000,1.052600,0.013400,128x1x1,64x1x1,2048x2x1x1
l_out-19,kernel_add,0.113000,1.066600,0.013500,128x1x1,64x1x1,2048x2x1x1
attn_norm-20,kernel_rms_norm_mul,0.095000,1.080600,0.005500,2048x1x1,1024x1x1,2048x2x1x1
q-20,kernel_transpose_32_16,0.082000,1.086700,0.004800,512x2x0,1x16x0,3072x2x1x1
q-20,kernel_gemm_noshuffle_q4_0_f32,0.073000,1.092000,0.332000,1x768x1,1x128x1,3072x2x1x1
q_pe-20,kernel_rope_norm_f32,0.049000,1.424500,0.003100,1024x2x1,64x1x1,64x16x2x1
Qcur-20,kernel_concat_f32,0.033000,1.428100,0.003100,1024x2x1,64x1x1,192x16x2x1
kv_cmpr_pe-20,kernel_transpose_32_16,0.166600,1.282500,0.005400,512x2x0,1x16x0,576x2x1x1
kv_cmpr_pe-20,kernel_gemm_noshuffle_q4_0_f32,0.136600,1.288400,0.322200,1x144x1,1x128x1,576x2x1x1
kv_cmpr-20,kernel_rms_norm_mul,0.116600,1.611100,0.003800,1024x1x1,512x1x1,512x2x1x1
kv-20,kernel_transpose_32_16,0.102600,1.615400,0.002800,128x2x0,1x16x0,4096x2x1x1
kv-20,kernel_gemm_noshuffle_q4_0_f32,0.094600,1.618700,0.085900,1x1024x1,1x128x1,4096x2x1x1
Vcur_cont-20,kernel_cpy_f32_f32,0.077600,1.705200,0.003000,1024x2x1,64x1x1,128x16x2x1
k_pe-20,kernel_rope_norm_f32,0.057600,1.708700,0.002400,64x2x1,64x1x1,64x1x2x1
node_1274,kernel_repeat_f32,0.042600,1.711700,0.002600,1024x2x1,64x1x1,64x16x2x1
Kcur-20,kernel_concat_f32,0.214800,1.517500,0.002800,1024x2x1,64x1x1,192x16x2x1
cache_k_l20 (view),kernel_set_rows_f16_i64,0.173800,1.520900,0.004300,2048x1x1,1024x1x1,3072x4096x1x1
cache_v_l20 (view),kernel_set_rows_f16_i64,0.160800,1.525800,0.003100,2048x1x1,1024x1x1,2048x4096x1x1
node_1286,flash_attn_blk_f16,0.105800,1.529500,0.005100,16x1x1,0x0x0,128x16x2x1
node_1286,flash_attn_f32_f16,0.077800,1.535100,0.109600,16x16x0,16x1x0,128x16x2x1
node_1288,kernel_transpose_32_16,0.055800,1.645300,0.004900,512x2x0,1x16x0,2048x2x1x1
node_1288,kernel_gemm_noshuffle_q4_0_f32,0.047800,1.650700,0.341500,1x512x1,1x128x1,2048x2x1x1
ffn_inp-20,kernel_add,0.029800,1.992800,0.012900,128x1x1,64x1x1,2048x2x1x1
ffn_norm-20,kernel_rms_norm_mul,0.096400,1.926100,0.005700,2048x1x1,1024x1x1,2048x2x1x1
ffn_moe_logits-20,kernel_mul_mm_f32_f32_l4_lm,0.060400,1.932400,0.471600,128x1x1,128x1x1,64x2x1x1
ffn_moe_probs-20,kernel_soft_max_4,0.043400,2.404500,0.003700,128x1x1,64x1x1,64x2x1x1
ffn_moe_argsort-20,kernel_argsort_f32_i32,0.030400,2.408800,0.012000,64x2x1,64x1x1,64x2x1x1
ffn_moe_weights-20,kernel_get_rows_f32,0.016400,2.421400,0.002700,6x2x1,1x1x1,1x6x2x1
ffn_moe_out-20,kernel_moe_combine_f32,0.124600,0.056300,0.004200,512x2x0,64x1x0,2048x2x1x1
ffn_gate-20,kernel_transpose_32_16,0.092600,0.061000,0.005400,512x2x0,1x16x0,2816x2x1x1
ffn_gate-20,kernel_gemm_noshuffle_q4_0_f32,0.080600,0.066900,0.337600,1x704x1,1x128x1,2816x2x1x1
ffn_up-20,kernel_transpose_32_16,0.063600,0.405100,0.004700,512x2x0,1x16x0,2816x2x1x1
ffn_up-20,kernel_gemm_noshuffle_q4_0_f32,0.055600,0.410400,0.334200,1x704x1,1x128x1,2816x2x1x1
ffn_swiglu-20,kernel_swiglu,0.039600,0.745200,0.004300,1024x1x1,512x1x1,2816x2x1x1
ffn_shexp-20,kernel_transpose_32_16,0.025600,0.750000,0.006200,704x2x0,1x16x0,2048x2x1x1
ffn_shexp-20,kernel_gemm_noshuffle_q4_0_f32,0.180000,0.598800,0.465200,1x512x1,1x128x1,2048x2x1x1
ffn_out-20,kernel_add,0.131000,1.064600,0.013100,128x1x1,64x1x1,2048x2x1x1
l_out-20,kernel_add,0.114000,1.078200,0.013500,128x1x1,64x1x1,2048x2x1x1
attn_norm-21,kernel_rms_norm_mul,0.093000,1.092300,0.005600,2048x1x1,1024x1x1,2048x2x1x1
q-21,kernel_transpose_32_16,0.080000,1.098400,0.004900,512x2x0,1x16x0,3072x2x1x1
q-21,kernel_gemm_noshuffle_q4_0_f32,0.072000,1.103800,0.334900,1x768x1,1x128x1,3072x2x1x1
